source_index,target_index,source_entity,target_entity,type,count
pulmonaryinterstitial,C0522501,pulmonaryinterstitial,markings,located_at,9
C0029053,C0004454,opacity,axilla,located_at,7
C0580846,C0179740C0205132,pulled,picc line,located_at,7
C0028259,field,nodule,field,located_at,7
C0028778,C0021853,obstruction,bowel,located_at,7
C0599554,tuberemains,endotracheal,tuberemains,located_at,7
C0599554,tubetip,endotracheal,tubetip,modify,7
C1313915,C0444764,redundant,coil,modify,7
C1303192,C0817096,vertebroplasty,thoracic,located_at,14
C0018670,C0816839,head,glenoid,located_at,7
intervally,C0332523,intervally,retracted,modify,7
C1455761,C0032285,recurrent,pneumonia,modify,7
C0018188,C1710706,granuloma,zone,located_at,11
intervaldevelopment,C0032326,intervaldevelopment,pneumothorax,modify,7
C1514893,C0020303,resolution,hydropneumothorax,suggestive_of,7
C0700364,C0475311,appearance,port,modify,7
C0025080,leads,device,leads,located_at,8
C0205360,pulmonaryedema,stable,pulmonaryedema,modify,7
C0205360,hila,stable,hila,modify,7
C0027627,C0035868,secondary,rotation,modify,7
C0700124,C0014876,dilated,esophagus,modify,7
C0205360,silhouettes,stable,silhouettes,modify,7
pulmonaryedema,C0024109,pulmonaryedema,lung,located_at,7
C0029053,C0019123,opacity,hemothorax,suggestive_of,7
lingular,C0577559,lingular,mass,located_at,10
C0205101,C0018787,external,cardiac,modify,7
C0205413,C0032285,patchy,pneumonia,modify,7
C0029053,C0456389,opacity,size,modify,13
C0549178,C1522577,continued,follow-up,modify,7
C0029053,C0543467,opacities,surgery,suggestive_of,7
C0029053,C0443286,opacities,reaction,suggestive_of,7
C0205100,C0521530,peripheral,consolidation,modify,7
C0205400,C0442143,thickening,paratracheal,located_at,7
C0553534,C1704258,cardiopulmonary,abnormality,located_at,11
C0553891,C0175730ng,extubation,ng tube,located_at,7
C0553891,nasogastrictube,extubation,nasogastrictube,located_at,7
C0029053,C0032790,opacity,postoperative,suggestive_of,11
loberetrocardiac,C0017446,loberetrocardiac,region,located_at,7
lobulated,C0205400,lobulated,thickening,modify,7
C1518633,C0205234,osteolytic,focus,located_at,8
C0017446,C0225740,region,lingula,located_at,7
C1522010,C0003842,lobar,artery,located_at,8
C0205117,C0012634,adjacent,disease,modify,7
C0205322,C0085590,persistent,catheter,modify,7
C0205322,C0006267,persistent,bronchiectasis,modify,7
C0205322,C0017446,persistent,area,modify,7
questionable,C0013604,questionable,edema,modify,7
terminating,confluence,terminating,confluence,located_at,7
C0018021,C0040132,goiter,thyroid,located_at,8
C1517945,C0023928,loss,lobectomy,located_at,7
C1514893,pleuraleffusion,resolution,pleuraleffusion,located_at,7
C1514893,C0032320,resolution,pneumoperitoneum,suggestive_of,7
C0017446,aortopulmonary,region,aortopulmonary,located_at,7
interval,jugular,interval,jugular,modify,7
lucency,C0796494,lucency,lobe,located_at,7
C0547040,C0700148,minimal,congestion,modify,7
C0029053,compressiveatelectasis,opacity,compressiveatelectasis,suggestive_of,7
lucency,C0205117,lucency,adjacent,located_at,10
C0547040,pleuralthickening,minimal,pleuralthickening,modify,7
stimulator,C0006104,stimulator,brain,located_at,8
C0029053,andretrocardiac,opacity,andretrocardiac,located_at,7
C0547045,C0242821,chronicity,bodies,located_at,7
interval,C0205197,interval,complete,modify,7
interval,C0175730,interval,tube,modify,7
C0017110,C0178499,gas,base,located_at,7
C0017110,C1269845,gas,hemidiaphragm,located_at,7
C0205117,C0175722,adjacent,clips,modify,7
prominence,C5200924,prominence,failure,suggestive_of,7
C0547040,C0000768,minimal,deformity,modify,7
C0547040,irregularity,minimal,irregularity,modify,7
rightgreater,C0013687,rightgreater,effusions,modify,7
C0017446,C0035561,region,rib,located_at,9
interval,C0733755,interval,positioning,modify,7
C0017446,C0444598,region,mid,located_at,8
C1523994,C0038293,hardware,sternum,located_at,7
C1523994,C0184252,hardware,valve,located_at,7
C0017110,pockets,gas,pockets,located_at,7
theright,C0205284,theright,border,modify,7
C0029053,C0678594,opacities,structures,located_at,7
C0029053,C0332554,opacity,shadows,suggestive_of,7
C0029053,C0333159,opacities,emphysematous,located_at,7
C0549207,endplate,vertebral,endplate,located_at,7
looped,C1705504,looped,tip,modify,7
C0205400,biapical,thickening,biapical,located_at,11
C0205100,C0450429,peripheral,location,modify,7
C0205098,lungbase,medial,lungbase,modify,7
rightmid,C0024109,rightmid,lung,modify,7
C0524724,C0140145,staples,apex,located_at,7
masslike,C0178587,masslike,density,modify,7
masslike,C0449584,masslike,opacification,modify,7
C0542339,C0018787,inferior,cardiac,modify,7
C0029355,C0301559,orthopedic,screw,modify,7
C0542339,C0796494,inferior,lobe,modify,7
stableposition,C0025080,stableposition,devices,modify,7
C0029053,rightmid,opacity,rightmid,located_at,7
C0544726,C0038351,hole,stomach,located_at,7
lucency,zones,lucency,zones,located_at,7
prominence,C1184146,prominence,basilar,located_at,7
C1547225,C0032326,mild,pneumothorax,modify,7
C1547225,C0018802,mild,chf,modify,7
C0029453,C0022417,osteopenia,joints,located_at,7
C0029433,C0023685,ossification,ligament,located_at,7
C0029053,thelungs,opacity,thelungs,located_at,7
C0542339,C0205150,inferior,hilar,modify,7
C0542331,C0817096,shunt,chest,located_at,7
C0542339,C0015302,inferior,osteophytosis,modify,7
prominence,interstitialmarkings,prominence,interstitialmarkings,located_at,7
C0205419,C0332469,deviation,fissure,located_at,7
C0205297,C0876954,nodular,contour,modify,7
C0205315,C0016658,oblique,fracture,modify,7
C0205297,C0577559,nodular,mass,modify,7
interstitialprominence,C0024109,interstitialprominence,pulmonary,located_at,8
C0016658,C1184741,fracture,tuberosity,located_at,7
theright,brachiocephalic,theright,brachiocephalic,modify,7
C0032320,C0000726,pneumoperitoneum,abdomen,located_at,7
C0032320,C0543467,pneumoperitoneum,surgery,suggestive_of,7
C0522501,C0015207,marked,eventration,modify,7
C0522501,C0024117,markings,copd,suggestive_of,7
C0522501,C0036679,marked,separation,modify,7
C0031153,C0542331,peritoneal,shunt,located_at,7
C0205119,C0017446,triangular,area,modify,7
recent,C0039991,recent,thoracotomy,modify,7
prominence,C0008767,prominence,scarring,suggestive_of,7
C0522501,C0017446,markings,region,located_at,7
somewhat,C0205132,somewhat,linear,modify,7
C0522015,C0582103,upright,examination,modify,7
C0522015,C0947630,upright,study,modify,7
C0032320,C0817096,pneumoperitoneum,chest,located_at,7
C1547225,C3494892,mild,levoscoliosis,modify,7
C1547225,C0439793,mild,severity,modify,7
C0016538,C0016538,projection,projection,located_at,7
C0015733,C0034896,stool,rectum,located_at,7
innumerable,C0029053,innumerable,opacities,modify,7
inpulmonary,C0013604,inpulmonary,edema,located_at,11
C1547225,atheroscleroticcalcification,mild,atheroscleroticcalcification,modify,7
C1548958,C1306645,sequential,radiograph,modify,7
C0522501,zones,markings,zones,located_at,7
C0522501,shift,marked,shift,modify,7
spaceopacities,C0024109,spaceopacities,lungs,located_at,7
C0220784,C1706765,anatomic,alignment,modify,7
sparing,C1710706,sparing,zone,modify,7
radiopaque,C1705504,radiopaque,tip,modify,7
C0205284,C0015302,marginal,osteophytosis,modify,7
C1547225,associated,mild,associated,modify,7
C0032326,C1306645,pneumothorax,radiograph,located_at,11
mildbibasilar,C0004144,mildbibasilar,atelectasis,modify,7
C0521530,C0444598,consolidation,middle,located_at,7
C0521530,periphery,consolidation,periphery,located_at,7
midportion,C0008913,midportion,clavicle,located_at,7
C0521530,rightbasilar,consolidation,rightbasilar,located_at,7
C0521530,bilaterallung,consolidation,bilaterallung,located_at,7
tiny,C0018188,tiny,granuloma,modify,7
C0205271,C0577559,irregular,mass,modify,7
C0205271,C0700364,irregular,appearance,modify,7
C0521530,C0006282,consolidation,bronchograms,located_at,11
mildlyindistinct,C0005847,mildlyindistinct,vessels,modify,7
C0521097,C0029053,cleared,opacity,modify,7
C0032326,C0205143,pneumothorax,angle,located_at,9
C0032326,C0231800,pneumothorax,expiration,located_at,7
C1609982,lucency,residual,lucency,modify,7
C1609982,C0344329,residual,collapse,modify,8
C1609982,C0178587,residual,density,modify,7
C0015252,tee,removal,tee,located_at,9
indistinctness,C0025066,indistinctness,mediastinum,located_at,7
indistinct,C0700364,indistinct,appearance,modify,7
C0015252,C0592511,removal,epidural,located_at,7
C0522501,C0332448,markings,infiltrate,suggestive_of,7
C0522501,C0333159,markings,emphysematous,suggestive_of,7
C0205095,C0934569,posterior,hemithorax,modify,7
C0220825,fields,evaluation,fields,located_at,7
C0220825,lungparenchyma,evaluation,lungparenchyma,located_at,7
C0205277,C0001861,loculated,air,modify,7
removed,C0810633,removed,pacemaker,modify,7
C1609982,C1265611,residual,amount,modify,8
C0205095,C0205284,posterior,margin,modify,7
C0225594,C0008913,carina,clavicles,located_at,7
projects,C0205132,projects,line,modify,8
C0221198,C0178499,lesion,base,located_at,7
small,pockets,small,pockets,modify,7
mildblunting,C0013687,mildblunting,effusion,suggestive_of,7
small,C0242821,small,bodies,modify,7
C0475210,C1444754,cm,length,modify,7
C0205257,C0175631,incomplete,visualization,modify,7
more,C1282910,more,superior,modify,7
C0205094,C0444930,anterior,end,modify,7
C0227952,C0027530,sheath,neck,located_at,7
C0032326,leftlung,pneumothorax,leftlung,located_at,7
C0520453,rvad,cannula,rvad,located_at,7
C0205095,C0178499,posterior,base,modify,7
indistinct,C0029053,indistinct,opacity,modify,7
indistinct,C0205284,indistinct,border,modify,7
C1705504,C0460005,tip,trunk,located_at,7
C1705504,C0204695,tip,feeding,located_at,8
C0013990,flank,emphysema,flank,located_at,7
C0015207,righthemidiaphragm,eventration,righthemidiaphragm,located_at,7
C1705504,abovethe,tip,abovethe,located_at,9
C1705504,arm,tip,arm,located_at,7
rightsided,C0175730,rightsided,tube,modify,7
recent,C3263722,recent,trauma,modify,7
recent,C0392747,recent,changes,modify,7
C1705504,C0018787,tip,heart,located_at,7
C1705504,C0020629,tip,hypopharynx,located_at,7
C0015252,C0014243,removal,endoscope,located_at,7
C1705504,C0032225,tip,pleural,located_at,7
indistinct,C0025066,indistinct,mediastinum,modify,7
C0449911,C0025066,view,mediastinum,located_at,7
C0449911,C0018787,view,heart,located_at,7
C0033204,C0009938,probable,contusion,modify,7
C0033204,C0022130,probable,island,modify,7
multilevel,C1517945,multilevel,loss,modify,7
multilevel,degenerativechanges,multilevel,degenerativechanges,modify,7
previously,placed,previously,placed,modify,7
C1705504,midportion,tip,midportion,located_at,7
C1705504,confines,tip,confines,located_at,7
tortuous,silhouette,tortuous,silhouette,modify,7
C0013798,C0817096,ecg,chest,located_at,7
included,C0086296,included,film,located_at,7
small,C0032285,small,pneumonia,modify,7
nasogastrictube,C1705504,nasogastrictube,tip,located_at,9
small,C1301886,small,caliber,modify,7
small,C1308727,small,rim,modify,7
C0032699,C1631280,sponge,quadrant,located_at,7
C0475311,midesophagus,port,midesophagus,located_at,7
more,C0205200,more,confluent,modify,7
redemonstrate,C0019270,redemonstrated,hernia,modify,7
C0013819,ground,eeg,ground,located_at,7
C0456603,C4055270,ratio,cardiothoracic,modify,8
C0456605,C0301559,pedicle,screw,located_at,14
C0456389,rightpneumothorax,size,rightpneumothorax,modify,7
more,C0443246,more,left,modify,7
C0032790,C0043299,postoperative,x-ray,modify,7
small,C0449286,small,degree,modify,7
C0032790,C0449911,postoperative,view,modify,7
new,C0009450,new,infection,modify,7
rightward,C0012727,rightward,displacement,modify,7
C0205250,C0449468,elevated,volumes,modify,7
remains,C0733755,remains,position,modify,7
C0013604,pulmonaryconsolidation,edema,pulmonaryconsolidation,located_at,7
C2607943,C0032225,findings,pleural,located_at,8
C2607943,C0392747,findings,change,suggestive_of,14
C2607943,C0008767,findings,scarring,suggestive_of,7
C0234621,C0037004,visualized,shoulder,modify,7
C0234621,C0005847,visualized,vasculature,modify,7
small,C0008767,small,scarring,modify,7
small,C0013604,small,edema,modify,7
small,C0019123,small,hemothorax,modify,7
C0449830,C0005978,configuration,wires,located_at,9
new,C0017110,new,gas,modify,7
true,C0028259,true,nodule,modify,7
identifiable,C0032326,identifiable,pneumothorax,modify,7
C1881065,C0449584,homogeneous,opacification,modify,7
C2328510,C0013604,interstitium,edema,suggestive_of,7
C2607943,C0006267,findings,bronchiectasis,suggestive_of,7
C2349954,C0205132,withdrawn,line,modify,8
C0205094,C1517945,anterior,loss,modify,7
C0205094,C0015207,anterior,eventration,modify,7
small,C0332554,small,shadows,modify,7
redemonstrate,C0175730,redemonstrated,tube,modify,7
C0205132,C0012634,linear,disease,modify,7
C0205132,C0005847,line,vascular,located_at,9
C0013687,bibasilaropacities,effusions,bibasilaropacities,located_at,7
C1710706,C0017446,zone,region,located_at,8
new,C0175649,new,prosthesis,modify,7
new,C0175730et,new,et tube,modify,7
C0449719,C0035561,portion,rib,located_at,7
C0205094,C0004454,anterior,axilla,modify,7
redemonstration,C0005758,redemonstration,bulla,modify,7
C0205234,filling,focal,filling,modify,7
two,C0038257,two,stents,modify,7
new,C0520510,new,material,modify,7
new,C0582103,new,examination,modify,7
C0449584,C0225740,opacification,lingula,located_at,7
C0035868,C0205090,rotation,right,located_at,9
C0449584,regions,opacification,regions,located_at,7
C0449584,righthemithorax,opacification,righthemithorax,located_at,7
C0449584,leftretrocardiac,opacification,leftretrocardiac,located_at,7
C0035139,C0175730,replacement,tube,located_at,7
C0013604,C0178499,edema,bases,located_at,7
C2945608,C0180499,bore,drain,modify,7
C2984009,C0004048,suboptimal,inspiration,modify,7
C2984009,C1306645,suboptimal,radiograph,modify,7
C0205090,subphrenic,right,subphrenic,modify,7
C0205090,subclaviancatheter,right,subclaviancatheter,modify,7
C0449584,C0025066,opacification,mediastinal,located_at,7
new,C0520453,new,cannula,modify,7
C2607943,C0020498,findings,dish,suggestive_of,7
C2607943,C0025066,findings,mediastinum,located_at,7
C0013604,C0027530,edema,neck,located_at,7
C2607943,C0521530,findings,consolidation,suggestive_of,7
C2986473,C0678594,metallic,structure,modify,7
new,finding,new,finding,modify,10
C0037004,C0017446,shoulder,region,located_at,11
C0237638,C0677535,generator,wall,located_at,7
C0205090,pneumothoraces,right,pneumothoraces,modify,7
C0205090,perihilarregion,right,perihilarregion,modify,7
normal,C0003842,normal,arteries,modify,7
C0444930,C1139930,end,plate,modify,7
nodefinite,C0016658,nodefinite,fracture,modify,8
new,lucency,new,lucency,modify,7
C0449286,overload,degree,overload,modify,7
C0449286,shift,degree,shift,modify,7
C0449286,C0035868,degree,rotation,modify,7
new,venouscatheter,new,venouscatheter,modify,7
grossly,within,grossly,within,modify,7
grosslyclear,C0024109,grosslyclear,lungs,modify,9
remains,C0085590,remains,catheter,modify,7
remains,C0205251,remains,low,modify,7
C0237638,C0037004,generator,shoulder,located_at,7
slightly,obscured,slightly,obscured,modify,7
slightly,pleuralthickening,slight,pleuralthickening,modify,7
C0449286,C0004048,degree,inspiration,modify,7
C0013227,C0475311,medication,port,modify,7
C0013516,probe,echocardiography,probe,located_at,9
haziness,C0596790,haziness,interstitial,located_at,7
C3263722,C0003483,injury,aortic,located_at,7
C2986473,C0301559,metallic,screw,modify,7
C3470541,C1521735,pacer,pectoral,located_at,7
haziness,C0004144,haziness,atelectasis,suggestive_of,7
haziness,C0934569,haziness,hemithorax,located_at,7
C0038969,C0017446,sutures,region,located_at,12
C0038969,C0934569,sutures,hemithorax,located_at,7
C0038969,perihilar,sutures,perihilar,located_at,12
C0444598,C0035561,mid,ribs,modify,7
C0444598,C0020164,mid,humerus,modify,7
C0443327,C1260969,tricuspid,ring,located_at,12
C0038969,C0025066,sutures,mediastinum,located_at,7
C0012634,C0017446,disease,region,located_at,7
further,C0005558,recently,biopsied,modify,7
C0012359,C0817096,ectasia,thoracic,located_at,7
further,C0205179,further,advanced,modify,7
further,C0332511,further,diminution,modify,7
C5686136,C0042449,intercostal,vein,located_at,7
C0205090,hilarregions,right,hilarregion,modify,7
slightly,C0750489,slightly,apparent,modify,7
grossly,C0733755,grossly,position,modify,7
C3887511,C0004144,evidence,atelectasis,suggestive_of,7
C0012634,interstitiallung,disease,interstitiallung,located_at,8
greatest,C0439534,greatest,dimension,modify,7
greatly,C0184511,greatly,improved,modify,7
C0012634,perihilar,disease,perihilar,located_at,7
C0012691,C0022417,dislocation,joint,located_at,7
C4299032,C0038846,portable,supine,modify,8
slightly,increasein,slight,increasein,modify,7
slightly,intervalimproved,slight,intervalimproved,modify,7
